Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,Pitches,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,ERA,FIP
"Damron, Trevor",Sun Belt,Coastal Carolina,Fr,P,,,15.1,77,256,25.97,12.99,12.98,0.318,0.403,0.576,0.411,18.18,14.29,8.22,5.07
"Dana, Beau",Big East,Georgetown,Fr,P,,,14.2,78,282,14.1,17.95,-3.85,0.322,0.462,0.525,0.422,25.64,11.54,8.59,7.02
"Dandeneau, CJ",AAC,UConn,Jr,P,,,25.1,114,354,21.05,12.28,8.77,0.253,0.368,0.379,0.335,12.28,28.95,4.97,4.94
"Daniel, Davis",SEC,Auburn,So,P,2018,335,66.2,303,1169,23.1,10.56,12.54,0.277,0.353,0.434,0.341,20.46,20.13,4.86,3.9
"Daniels, Brett",ACC,North Carolina,Sr,P,2018,522,65,282,1086,26.24,10.28,15.96,0.251,0.333,0.381,0.314,17.73,21.63,2.77,3.35
"Daniels, Mason",Colonial,Elon,So,P,,,16.1,80,323,17.5,17.5,0,0.302,0.425,0.429,0.376,13.75,23.75,7.16,5.82
"Daniels, Zach",Big 10,Iowa,Jr,P,2018,562,45.2,194,605,25.26,11.86,13.4,0.196,0.309,0.301,0.278,25.77,16.49,2.56,3.7
"Danison, Roger",Big East,Xavier,Jr,OF,,,0.2,2,7,0,0,0,0,0,0,0,0,100,0,3.15
"Darling, Connor",SEC,Tennessee,So,P,,,3.2,22,106,9.09,22.73,-13.64,0.375,0.5,0.688,0.478,13.64,22.73,12.27,6.58
"Darrell-Hicks, Michael",Conference USA,Western Ky.,So,P,,,21.2,109,411,28.44,11.01,17.43,0.304,0.404,0.37,0.348,10.09,20.18,3.74,2.49
"Dashwood, Jack",Big West,UC Santa Barbara,Fr,P,,,54.2,246,878,13.82,3.66,10.16,0.307,0.337,0.44,0.332,21.95,27.64,5.27,4.35
"Datoc, Jared",ACC,Georgia Tech,Sr,P,,,33.1,148,507,19.59,6.08,13.51,0.333,0.372,0.511,0.374,25.68,15.54,4.86,3.87
"Daugherty, Brock",Patriot,Army,So,P,,,2,9,38,0,11.11,-11.11,0,0.222,0,0.157,22.22,44.44,0,6.15
"Daugherty, Tyler",Summit League,Omaha,Jr,OF,,,0.2,3,9,33.33,0,33.33,0.333,0.333,0.667,0.414,33.33,0,0,-6.85
"Davenport, Cody",Southland,Central Ark.,Jr,P,,,94.2,417,1288,16.55,6.71,9.84,0.269,0.329,0.371,0.306,24.7,24.46,4.37,3.66
"Davidson, Anders",Mountain West,San Jose St.,So,INF,,,6.1,33,87,18.18,6.06,12.12,0.231,0.364,0.462,0.356,24.24,18.18,5.68,6.26
"Davidson, Leon",Mid-Eastern,N.C. A&T,So,P,,,13.1,68,213,11.76,8.82,2.94,0.298,0.382,0.439,0.356,16.18,30.88,9.45,5.97
"Davis, Andrew",Big 12,Texas Tech,So,P,,,5.1,39,163,12.82,38.46,-25.64,0.176,0.615,0.294,0.463,12.82,10.26,13.5,13.54
"Davis, Bryce",Mid American,Toledo,Fr,P,,,27.2,149,499,24.83,29.53,-4.7,0.228,0.463,0.297,0.366,10.07,17.45,5.53,5.98
"Davis, Colby",Pac 12,Arizona St.,Fr,P,,,4,20,73,20,10,10,0.389,0.45,0.5,0.413,15,20,9,2.65
"Davis, Griffin",Sun Belt,Georgia Southern,Fr,P,,,8,38,116,15.79,21.05,-5.26,0.241,0.395,0.379,0.347,18.42,23.68,5.62,6.27
"Davis, Hunter",ACC,Duke,Jr,P,,,22,96,209,14.58,13.54,1.04,0.247,0.365,0.346,0.321,31.25,17.71,3.68,3.92
"Davis, Isaiah",Mountain West,Fresno St.,So,P,,,10,56,205,10.71,19.64,-8.93,0.349,0.482,0.419,0.403,16.07,23.21,5.4,5.55
"Davis, Kevin",Conference USA,UAB,Sr,P,,,17.1,86,215,27.91,24.42,3.49,0.127,0.419,0.182,0.32,10.47,17.44,2.08,6.19
"Davis, Kyle",Conference USA,UAB,Jr,P,,,6,43,120,16.28,32.56,-16.28,0.414,0.605,0.759,0.554,4.65,18.6,19.5,9.98
"Davis, Michael",Southern,Western Caro.,Jr,P,2018,724,7,48,180,12.5,22.92,-10.42,0.355,0.563,0.71,0.519,12.5,16.67,15.43,12
"Davis, Mike",Metro Atlantic,Quinnipiac,Sr,P,,,30.1,146,414,19.86,10.96,8.9,0.263,0.37,0.356,0.324,20.55,19.18,5.34,3.51
"Davis, Noah",Big West,UC Santa Barbara,Jr,P,2018,319,8.2,39,140,28.21,15.38,12.83,0.161,0.308,0.161,0.237,17.95,20.51,5.19,3.03
"Davis, Noah",Big South,Gardner-Webb,Fr,P,,,34,154,586,13.64,12.34,1.3,0.252,0.377,0.386,0.341,24.68,23.38,5.03,4.97
"Davis, Riley",Conference USA,UAB,Fr,P,,,12.2,65,145,13.85,12.31,1.54,0.321,0.431,0.491,0.4,29.23,12.31,7.82,6.51
"Davis, Taylor",West Coast,Gonzaga,Jr,P,,,37.1,175,351,17.71,11.43,6.28,0.318,0.4,0.47,0.377,17.14,24,5.06,5.01
"Davis, Trevor Daniel",Ivy League,Cornell,Fr,P,,,2.2,13,26,23.08,15.38,7.7,0.364,0.462,0.455,0.404,23.08,7.69,3.38,3.15
"Davis, Tyler",Big 12,Kansas,Sr,P,,,42.1,196,599,20.92,8.67,12.25,0.284,0.362,0.426,0.342,20.92,19.9,5.95,3.76
"Davis, Tyler",Missouri Valley,Wichita St.,Fr,P,,,51.2,233,863,19.74,5.15,14.59,0.298,0.348,0.418,0.331,21.89,21.03,3.66,3.48
"Dawson, Luke",Patriot,Holy Cross,Fr,P,,,13,72,127,16.67,20.83,-4.16,0.269,0.472,0.327,0.38,16.67,19.44,9,5.92
"Day, Chandler",SEC,Vanderbilt,Jr,P,2018,221,41.2,174,628,27.01,10.34,16.67,0.184,0.299,0.276,0.267,25.29,18.97,3.46,3.24
"Day, Dawson",Western Athletic,Seattle U,Fr,UT,,,40.2,190,271,20.53,14.21,6.32,0.257,0.384,0.395,0.346,19.47,19.47,5.09,5.36
"Day, Ryan",ACC,Duke,Sr,INF,,,67.1,301,955,16.94,7.31,9.63,0.3,0.365,0.456,0.356,23.59,22.26,5.08,4.47
"Daylor, Cody",Sun Belt,Little Rock,Sr,P,,,6,27,113,18.52,22.22,-3.7,0.238,0.407,0.476,0.385,25.93,14.81,4.5,6.65
"De Leon, Lane",Mid-Eastern,Delaware St.,Sr,P,,,70,319,322,19.12,6.58,12.54,0.32,0.37,0.441,0.347,22.88,17.87,6.04,2.79
"de los Rios, Pedro",Mid-Eastern,Florida A&M,Fr,P,,,22,134,281,11.19,13.43,-2.24,0.37,0.485,0.71,0.484,11.19,24.63,10.23,10.92
"de Watteville, Alec",Western Athletic,Sacramento St.,Sr,INF,,,2,10,31,10,0,10,0.25,0.3,0.5,0.321,30,20,4.5,3.65
"Dean, Jackson",Big South,Presbyterian,So,P,,,54.1,241,786,17.84,5.39,12.45,0.286,0.328,0.401,0.314,16.6,29.88,4.31,3.7
"Dearden, Tyler",Metro Atlantic,Marist,Sr,P,,,17.2,90,249,15.56,7.78,7.78,0.342,0.4,0.582,0.41,21.11,21.11,9.68,4.6
"Deason, Cody",Pac 12,Arizona,Jr,P,2018,162,91,378,1381,22.22,9.79,12.43,0.212,0.304,0.3,0.273,20.11,26.46,2.87,3.07
"Deatherage, Blake",Colonial,UNCW,Jr,INF,,,17.2,83,304,13.25,12.05,1.2,0.215,0.325,0.215,0.257,15.66,32.53,2.55,4.14
"DeCaster, Ethan",ACC,Duke,Sr,P,2018,525,53.2,215,776,26.51,2.79,23.72,0.215,0.26,0.28,0.241,28.37,18.14,1.34,2.47
"Decker, Ryan",Mid-Eastern,N.C. Central,So,P,,,5.1,29,72,3.45,10.34,-6.89,0.375,0.483,0.583,0.456,27.59,20.69,15.19,5.7
"DeCooman, Jack",Pac 12,Washington,Fr,P,,,18.2,79,284,15.19,13.92,1.27,0.182,0.304,0.364,0.295,17.72,35.44,3.38,5.23
"Dee, Rhyse",ACC,Wake Forest,So,P,,,3.1,19,68,26.32,15.79,10.53,0.375,0.474,0.688,0.485,15.79,10.53,5.4,7.02
"Deere, Cameron",Ivy League,Brown,So,P,,,13,65,97,10.77,7.69,3.08,0.382,0.446,0.491,0.404,24.62,16.92,8.31,4.92
"Dees, Bailey",Big 10,Penn State,Fr,P,,,28,134,384,26.87,11.94,14.93,0.282,0.373,0.382,0.332,11.19,20.9,5.14,3.08
"Dehn, Justin",Western Athletic,New Mexico St.,Jr,P,,,63,285,1081,21.05,10.88,10.17,0.286,0.389,0.374,0.342,23.51,15.09,4.57,4.12
"Del Bonta-Smith, Fineas",Mountain West,San Jose St.,Jr,P,,,47.1,202,368,26.73,10.89,15.84,0.271,0.347,0.35,0.309,17.33,19.8,3.99,2.53
"Delabio, Jacob",Mid American,Northern Ill.,So,P,,,6.1,42,87,9.52,19.05,-9.53,0.387,0.548,0.645,0.505,9.52,26.19,19.89,11.51
"Delaite, Trevor",American East,Maine,So,P,,,46,231,470,11.69,12.12,-0.43,0.349,0.437,0.518,0.411,21.21,22.08,8.61,5.54
"Delano, Garett",Ivy League,Brown,So,OF,,,55.1,255,381,14.9,7.06,7.84,0.296,0.357,0.408,0.332,18.43,28.24,4.07,4.07
"DeLarso, Jarrad",Atlantic 10,Richmond,Fr,P,,,20.1,102,270,15.69,11.76,3.93,0.298,0.373,0.44,0.347,26.47,15.69,6.64,4.79
"Delease, Mike",Northeast,Central Conn. St.,So,P,,,26,122,107,9.84,11.48,-1.64,0.346,0.418,0.462,0.38,27.87,18.03,7.62,4.45
"Della Valle, Jordan",Ivy League,Penn,Sr,P,,,8.2,43,134,11.63,2.33,9.3,0.273,0.395,0.606,0.413,23.26,20.93,9.35,9.61
"DellaMedaglia, Mike",Metro Atlantic,Quinnipiac,Sr,P,,,17.2,91,255,20.88,14.29,6.59,0.329,0.407,0.562,0.4,9.89,23.08,6.62,6.23
"DeMayo, Christopher",Southland,New Orleans,So,P,,,27.2,141,534,26.24,18.44,7.8,0.252,0.44,0.318,0.36,9.93,20.57,7.16,4.76
"Demco, Brad",Southland,Sam Houston St.,So,P,,,23.1,108,401,25.93,10.19,15.74,0.216,0.324,0.364,0.303,17.59,20.37,3.09,4.49
"DeMers, Joe",Pac 12,Washington,Jr,P,2018,323,130.1,513,1673,18.32,4.09,14.23,0.215,0.259,0.325,0.255,33.92,21.25,2.42,3.19
"DeMiero, Dominic",Big West,Hawaii,Jr,P,,,44.2,202,595,14.85,6.44,8.41,0.31,0.356,0.446,0.345,26.24,21.78,5.24,3.98
"Demumbrum, Drew",Horizon,Oakland,So,OF,,,4.1,17,34,11.76,11.76,0,0.133,0.235,0.133,0.185,23.53,41.18,2.08,3.63
"Demurias, Eddy",SEC,South Carolina,Jr,P,2018,799,64.2,283,1030,18.02,10.6,7.42,0.282,0.36,0.46,0.353,24.03,20.85,4.87,4.67
"Denholm, Trenton",Big West,UC Irvine,Fr,P,,,74.1,334,1238,14.37,7.49,6.88,0.293,0.377,0.371,0.332,23.95,21.56,4.72,3.77
"Denney, Zack",OVC,UT Martin,Sr,P,,,19.2,100,359,9,7,2,0.372,0.4,0.663,0.43,21,24,7.78,7.52
"Dennis, Austin",Conference USA,Middle Tenn,Jr,INF,2018,612,22.1,100,249,22,11,11,0.282,0.38,0.388,0.342,20,19,4.03,4.23
"Dennis, Ricky",Metro Atlantic,Monmouth,Sr,P,,,74.2,348,765,14.08,9.2,4.88,0.308,0.376,0.438,0.352,16.95,28.45,5.42,4.45
"Dentoni, Alex",Western Athletic,Sacramento St.,Jr,P,,,37,156,448,13.46,3.21,10.25,0.278,0.321,0.438,0.325,22.44,30.77,5.35,4.23
"Denz, Danny",AAC,Memphis,So,P,,,46.2,206,673,21.84,15.53,6.31,0.229,0.369,0.38,0.335,22.82,17.48,4.63,5.07
"Depperman, Brad",ASUN,North Florida,Sr,P,,,69,298,924,21.14,6.38,14.76,0.268,0.319,0.353,0.294,23.83,21.14,4.3,2.89
"Derer, Tommy",ASUN,NJIT,Sr,INF,,,52.2,231,458,15.15,8.23,6.92,0.257,0.329,0.386,0.312,25.54,24.24,4.27,4.43
"DeRosa, Joe",Metro Atlantic,Iona,Sr,P,,,81,357,947,13.73,3.92,9.81,0.273,0.311,0.408,0.306,27.17,24.09,3.33,3.95
"Desalvo, Nick",Northeast,LIU Brooklyn,Fr,P,,,10.2,62,91,1.61,14.52,-12.91,0.348,0.452,0.413,0.379,19.35,27.42,8.44,6.48
"Desanti, Michael",Metro Atlantic,Iona,Fr,P,,,16,89,288,14.61,22.47,-7.86,0.262,0.461,0.338,0.375,11.24,28.09,9,6.02
"DeSantis, Nick",Sun Belt,South Ala.,Jr,P,,,18.2,89,338,26.97,10.11,16.86,0.267,0.382,0.467,0.371,14.61,20.22,7.71,5.67
"DeShields, Kip",Horizon,Youngstown St.,Jr,P,,,35,181,661,14.92,17.68,-2.76,0.315,0.442,0.427,0.384,16.57,22.65,9.51,4.98
"DeSouza, Anthony",Atlantic 10,Rhode Island,So,P,,,1,4,21,0,0,0,0.25,0.25,0.25,0.22,50,25,0,3.15
"DeStefano, Jeff",Metro Atlantic,Canisius,Fr,P,,,5,25,29,8,8,0,0.318,0.36,0.545,0.376,24,28,10.8,6.15
"Detmers, Reid",ACC,Louisville,Fr,P,,,55.2,253,1013,27.27,13.44,13.83,0.226,0.348,0.409,0.332,12.65,23.72,4.85,4.76
"Detwiler, Will",Colonial,Col. of Charleston,Sr,P,,,2.1,13,48,0,15.38,-15.38,0.545,0.615,1.091,0.68,38.46,0,19.29,12.19
"DeVenney, Luke",Mid American,Eastern Mich.,Sr,P,,,94,406,1007,13.79,9.85,3.94,0.266,0.352,0.323,0.305,34.73,15.27,2.49,3.52
"Devermann, Zak",Big 10,Illinois,Jr,P,,,1.2,10,34,0,10,-10,0.375,0.5,1.125,0.632,20,30,16.2,29.81
"Devine, Drew",Mid American,Western Mich.,So,INF,,,2,17,39,11.76,29.41,-17.65,0.545,0.647,0.727,0.556,11.76,5.88,9,8.65
"Devine, Ryan",Atlantic 10,Saint Josephs,Fr,P,,,27.1,117,350,16.24,8.55,7.69,0.235,0.333,0.337,0.3,23.93,23.93,2.63,4
"Devito, Billy",American East,Hartford,Jr,P,,,65,314,797,16.24,12.42,3.82,0.285,0.404,0.43,0.367,21.97,20.06,7.06,4.87
"DeVito, Rick",Big East,Seton Hall,So,P,,,62.1,264,776,25.38,8.33,17.05,0.189,0.303,0.266,0.265,25,17.8,1.88,3.45
"Dewsnap, Naithen",Western Athletic,CSU Bakersfield,Sr,P,,,63.1,288,981,20.83,5.21,15.62,0.28,0.344,0.391,0.318,14.93,25,3.84,3.75
"Dexter, Spenser",OVC,Eastern Ill.,Jr,P,,,41.1,213,385,18.78,12.21,6.57,0.339,0.427,0.517,0.405,13.62,23.47,7.4,4.97
"Dey, Griffin",Ivy League,Yale,Jr,1B,,,13.2,64,176,18.75,12.5,6.25,0.226,0.359,0.321,0.313,26.56,18.75,4.61,3.83
"Diaz Jr., Fernando",Southwestern,Alabama A&M,So,P,,,22.1,105,168,9.52,14.29,-4.77,0.314,0.419,0.419,0.369,22.86,23.81,4.43,5.14
"Diaz, Alexarmando",Atlantic 10,La Salle,Fr,SS,,,17,97,266,15.46,13.4,2.06,0.347,0.464,0.653,0.46,17.53,17.53,7.94,7.79
"Diaz, Dominic",Big South,Longwood,Fr,P,,,0.2,8,20,12.5,37.5,-25,0.6,0.75,0.6,0.588,0,12.5,40.5,38.15
"Diaz, Jesus",Southwestern,Alabama A&M,So,P,,,2.2,13,12,7.69,0,7.69,0.462,0.462,0.692,0.489,0,46.15,6.75,2.24
"Diaz, Rob",West Coast,Loyola Marymount,Jr,C,,,2,7,25,0,14.29,-14.29,0,0.143,0,0.099,42.86,42.86,0,4.65
"DiCesare, Jared",Atlantic 10,George Mason,So,3B,,,83.2,327,1042,21.71,4.59,17.12,0.221,0.266,0.337,0.262,26.3,24.16,3.33,3.1
"Dick, Austin",Mountain West,Nevada,Sr,P,,,26,109,339,14.68,4.59,10.09,0.29,0.349,0.4,0.329,33.03,17.43,3.12,3.45
"Dickey, Austin",ACC,Louisville,So,P,,,7.1,35,134,14.29,11.43,2.86,0.267,0.371,0.267,0.3,11.43,37.14,1.23,3.85
"Dill, Travis",Mid-Eastern,Delaware St.,Sr,P,,,34.1,168,294,14.29,10.12,4.17,0.308,0.381,0.441,0.353,24.4,20.24,6.55,3.5
"DiLuia, Mark",Big 10,Maryland,Fr,P,,,65.2,309,1105,15.21,9.39,5.82,0.293,0.379,0.445,0.357,20.71,24.27,5.62,5.14
"DiMauro, Sebastian",American East,Hartford,Sr,OF,,,3.1,11,21,27.27,0,27.27,0.273,0.273,0.364,0.273,45.45,0,2.7,1.21
"DiMeglio, Anthony",Atlantic 10,Fordham,Jr,P,,,82,347,1253,27.09,7.78,19.31,0.226,0.294,0.313,0.27,19.88,22.19,3.4,2.66
"DiNizio, Joe",Metro Atlantic,Manhattan,Jr,P,,,57.1,258,851,16.67,10.85,5.82,0.257,0.36,0.362,0.324,16.67,29.46,3.92,4.27
"Dippold, Jake",Southern,Wofford,Fr,P,,,10,48,158,22.92,4.17,18.75,0.302,0.333,0.465,0.334,18.75,20.83,9,1.85
"Dirienzo, Alex",Horizon,Valparaiso,Sr,P,,,26.1,119,374,13.45,10.08,3.37,0.272,0.37,0.369,0.331,21.01,28.57,5.81,4.26
"Disch, Nathan",ASUN,Jacksonville,Sr,P,,,20.2,106,345,14.15,19.81,-5.66,0.231,0.434,0.359,0.369,16.98,25.47,7.84,7.11
"Distasio, Nick",Big 10,Penn State,Sr,P,,,7.2,37,131,27.03,10.81,16.22,0.233,0.324,0.4,0.311,16.22,18.92,5.87,4.26
"DiTorrice, Joe",Metro Atlantic,Manhattan,Jr,P,,,18.1,101,263,18.81,11.88,6.93,0.368,0.436,0.609,0.437,16.83,18.81,10.8,5.19
"DiValerio, Jordan",Atlantic 10,Saint Josephs,So,P,,,25,115,404,24.35,12.17,12.18,0.303,0.383,0.556,0.395,15.65,20,6.48,5.71
"Dobrinich, Dave",Summit League,Western Ill.,Sr,OF,,,1.1,6,18,33.33,0,33.33,0.333,0.333,0.333,0.293,33.33,0,6.75,-0.49
"Dockman, Matt",ACC,Duke,Fr,P,,,25.1,109,323,19.27,8.26,11.01,0.265,0.33,0.367,0.307,18.35,28.44,2.13,3.19
"Dodson, Tanner",Pac 12,California,Jr,OF,2018,71,40,165,464,21.21,4.24,16.97,0.234,0.279,0.331,0.268,35.15,15.15,2.48,3.12
"Dolan, Brian",American East,UMass Lowell,So,P,,,12.1,60,229,28.33,21.67,6.66,0.178,0.383,0.267,0.316,16.67,16.67,6.57,5.13
"Dollar, Gage",Southwestern,Alabama St.,Fr,P,,,50,251,689,12.75,10.36,2.39,0.309,0.41,0.377,0.353,23.51,20.72,4.86,4.73
"Dollard, Taylor",Big West,Cal Poly,Fr,P,,,40.2,159,588,23.27,6.29,16.98,0.229,0.296,0.319,0.274,23.9,22.64,2.43,3.32
"Dombkowski, Nicholas",American East,Hartford,Fr,P,,,64,260,403,20.77,5,15.77,0.217,0.273,0.302,0.255,21.54,28.46,2.25,3.21
"Dombroski, Regan",Metro Atlantic,Monmouth,So,P,,,14,77,252,10.39,15.58,-5.19,0.35,0.468,0.5,0.419,32.47,7.79,10.93,7.08
"Domkowski, Nicholas",American East,Hartford,Fr,P,,,26.2,121,256,14.05,11.57,2.48,0.233,0.314,0.388,0.303,14.88,36.36,4.39,5.44
"Donahue, Connor",Atlantic 10,Massachusetts,Jr,P,,,24.2,122,387,16.39,13.11,3.28,0.274,0.385,0.4,0.343,13.11,27.05,5.84,4.63
"Donahue, Grant",ACC,Virginia,Jr,P,,,16.1,76,262,17.11,11.84,5.27,0.222,0.342,0.317,0.302,23.68,23.68,4.96,5.38
"Donatella, Anthony",West Coast,San Diego,Jr,P,,,48.1,210,694,20,6.67,13.33,0.287,0.338,0.388,0.315,24.76,19.05,4.1,3
"Dondanville, Austin",Big West,Cal Poly,Jr,P,,,56.1,233,836,18.03,4.72,13.31,0.272,0.305,0.369,0.292,29.18,20.6,2.56,3.22
"Donlon, James",Northeast,Fairleigh Dickinson,So,1B,,,6,33,99,21.21,12.12,9.09,0.448,0.515,0.724,0.521,6.06,21.21,12,7.15
"Donnely, Colin",Metro Atlantic,Quinnipiac,So,P,,,21.1,94,236,19.15,9.57,9.58,0.253,0.319,0.316,0.28,23.4,20.21,2.53,3.48
"Donovan, Brandon",Big South,Radford,So,P,,,17.2,88,331,17.05,12.5,4.55,0.261,0.409,0.594,0.422,22.73,18.18,10.19,9.08
"Donovan, Dakota",Pac 12,Oregon St.,So,P,,,7,33,134,18.18,18.18,0,0.174,0.424,0.304,0.354,33.33,6.06,3.86,7.58
"Dooley, Patch",Colonial,Col. of Charleston,Fr,P,,,1,4,21,25,25,0,0,0.25,0,0.173,0,50,0,4.15
"Dorethy, Alex",Summit League,Western Ill.,Fr,OF,,,16,72,198,20.83,6.94,13.89,0.281,0.333,0.359,0.303,13.89,29.17,3.38,3.21
"Dorsey, Gray",OVC,Murray St.,Jr,P,,,27.2,117,425,15.38,5.13,10.25,0.218,0.299,0.287,0.266,23.93,28.21,4.88,3.74
"Dorso, Alex",ASUN,Lipscomb,Jr,P,,,42.2,187,684,14.44,12.83,1.61,0.239,0.348,0.384,0.324,21.39,28.88,4.85,5.33
"Dotson, Conner",Big 12,West Virginia,Jr,P,,,5,25,103,20,12,8,0.4,0.48,0.5,0.422,12,16,7.2,3.55
"Doty, Ryan",Big East,Villanova,Sr,P,,,66,290,812,21.72,8.28,13.44,0.265,0.328,0.377,0.308,20.69,22.76,4.23,3.45
"Douaire, Sean",Big East,Xavier,Fr,P,,,11.1,68,94,16.18,7.35,8.83,0.389,0.485,0.63,0.467,16.18,16.18,12.71,6.75
"Dougherty, Caleb",Southland,Abilene Christian,Sr,P,,,54,244,874,20.9,4.92,15.98,0.279,0.344,0.361,0.313,18.03,25.82,4.83,3.26
"Douglas, Casey",Big 12,Kansas,Sr,P,,,12,67,220,14.93,14.93,0,0.396,0.478,0.604,0.449,14.93,17.91,9,5.31
"Douglas, Jackson",Big 10,Illinois,Sr,P,,,12.1,52,166,17.31,5.77,11.54,0.224,0.269,0.306,0.254,19.23,36.54,3.65,2.4
"Dowless, John",Conference USA,Middle Tenn,Fr,P,,,5.1,32,34,15.63,6.25,9.38,0.483,0.5,0.586,0.463,18.75,12.5,18.56,4.91
"Doxakis, John",SEC,Texas A&M,So,P,,,93.1,389,1208,23.65,7.46,16.19,0.215,0.298,0.287,0.264,25.19,18.77,2.7,2.87
"Drabick, Tyler",Mid American,Kent St.,Fr,P,,,15.1,66,162,21.21,9.09,12.12,0.211,0.288,0.386,0.29,21.21,25.76,3.52,4.41
"Dragani, Ben",Big 10,Michigan,Fr,P,,,75,311,1001,17.36,8.36,9,0.22,0.286,0.314,0.266,27.33,24.76,2.76,3.52
"Drahozal, Nick",Summit League,Omaha,Sr,P,,,18.2,76,268,7.89,11.84,-3.95,0.188,0.276,0.266,0.244,35.53,25,1.93,3.97
"Drake, Javin",Summit League,Western Ill.,So,P,,,50,228,677,23.25,10.96,12.29,0.24,0.333,0.352,0.305,22.81,19.3,3.96,3.55
"Dressler, Steven",Conference USA,UTSA,Jr,P,,,91.1,376,1343,14.1,7.71,6.39,0.251,0.319,0.337,0.292,29.52,23.67,3.05,3.71
"Drew, Jake",Summit League,North Dakota St.,Fr,P,,,15.2,72,141,23.61,12.5,11.11,0.22,0.347,0.305,0.299,23.61,16.67,4.02,3.28
"Dreyer, Jack",Big 10,Iowa,Fr,P,,,31.2,140,490,30,10.71,19.29,0.228,0.35,0.342,0.313,16.43,16.43,3.69,3.5
"Driscoll, Garett",Atlantic 10,George Mason,Sr,C,,,15.1,79,258,21.52,13.92,7.6,0.279,0.405,0.344,0.341,17.72,16.46,5.87,4.74
"Driskill, Tanner",Southland,Lamar,Sr,P,2018,281,81,348,1224,14.66,6.61,8.05,0.236,0.299,0.331,0.277,22.41,29.89,4,3.88
"Driver, Trent",Conference USA,Southern Miss,Sr,P,,,24.2,115,341,17.39,5.22,12.17,0.304,0.374,0.412,0.346,25.22,19.13,5.47,4.06
"Drogin, Reubin",Pac 12,California,Fr,P,,,1,6,9,0,0,0,0.5,0.5,0.5,0.413,33.33,0,0,6.15
"Drohan, Shane",ACC,Florida St,Fr,P,,,4.1,26,70,3.85,38.46,-34.61,0.214,0.577,0.643,0.51,15.38,23.08,20.77,17.78
"Drury, Austin",ASUN,North Florida,Jr,P,2018,1034,68.2,306,1078,18.95,9.8,9.15,0.256,0.346,0.397,0.327,22.22,22.55,4.85,4.88
"Drury, Zach",ASUN,North Florida,Sr,P,,,0.1,5,NA,20,60,-40,0,0.8,0,0.559,0,0,27,103.15
"Duarte, Dylan",SEC,Alabama,Jr,P,,,33,146,524,14.38,9.59,4.79,0.244,0.315,0.325,0.282,22.6,26.71,2.73,4.12
"Dufault, Brandon",Colonial,Northeastern,Fr,P,,,26,116,379,17.24,12.07,5.17,0.206,0.319,0.278,0.275,31.9,17.24,5.88,4.07
"Duffley, Collin",American East,UMass Lowell,Jr,P,,,6,27,103,33.33,18.52,14.81,0.227,0.37,0.591,0.402,14.81,14.81,6,6.98
"Duffy, Ryan",Big 10,Minnesota,Fr,P,,,7.2,31,73,29.03,9.68,19.35,0.185,0.258,0.222,0.22,32.26,9.68,1.17,1.9
"Duhay, Caleb",Mid-Eastern,Coppin St.,Sr,C,,,3,15,61,13.33,13.33,0,0.308,0.4,0.615,0.426,13.33,33.33,12,8.15
"Duke, Mason",SEC,Alabama,Jr,P,,,31.2,136,475,24.26,5.15,19.11,0.27,0.309,0.373,0.296,18.38,25,3.41,3.05
"Dulle, Cameron",SEC,Missouri,So,P,,,10,42,147,28.57,9.52,19.05,0.316,0.381,0.395,0.343,19.05,14.29,7.2,1.95
"Dum, Benjamin",Atlantic 10,VCU,Jr,P,,,49.1,196,587,20.41,3.06,17.35,0.198,0.23,0.297,0.227,24.49,29.59,1.64,2.86
"Duncan, Tyler",Ivy League,Yale,Sr,P,,,16,63,156,19.05,7.94,11.11,0.196,0.27,0.196,0.22,22.22,30.16,2.25,2.77
"Duncan, Zach",Big South,Gardner-Webb,Fr,P,,,5.2,33,128,6.06,27.27,-21.21,0.304,0.485,0.478,0.42,15.15,27.27,4.76,10.07
"Dunham, Dash",Western Athletic,Sacramento St.,Fr,P,,,4.2,28,64,25,7.14,17.86,0.44,0.464,0.72,0.484,14.29,10.71,15.43,1.24
"Dunham, Greg",Horizon,Youngstown St.,So,P,,,67.1,316,945,12.97,7.28,5.69,0.34,0.389,0.53,0.39,29.43,17.09,7.49,5.02
"Dunlop, Colby",AAC,UConn,Fr,P,,,34,175,501,10.86,10.29,0.57,0.343,0.417,0.469,0.379,20.57,22.29,4.76,4.91
"Dunn, Blake",Mid American,Western Mich.,Fr,C,,,4,25,53,12,20,-8,0.368,0.48,0.842,0.52,12,24,11.25,15.15
"Dunn, Devin",Atlantic 10,VCU,Fr,P,,,12,61,265,21.31,18.03,3.28,0.217,0.377,0.391,0.338,18.03,19.67,5.25,4.23
"Dunn, Michael",Patriot,Lafayette,Fr,P,,,15.2,76,186,18.42,14.47,3.95,0.29,0.382,0.419,0.346,19.74,19.74,6.89,4.33
"Dunn, Miles",Sun Belt,La.-Monroe,Jr,P,,,40,171,355,14.04,1.75,12.29,0.275,0.298,0.412,0.299,26.32,24.56,4.28,3.92
"Dunne, Ryan",Summit League,Western Ill.,Sr,P,,,84.2,371,1240,26.42,10.51,15.91,0.245,0.337,0.323,0.298,21.02,18.06,4.68,2.92
