Player,Conference,School,Yr,Pos,Draft,Pick,IP,PA,K%,BB%,K%-BB%,AVG,OBP,SLG,wOBA,GO%,FO%,FIP
"Barber, Chris",Horizon,Northern Ky.,Jr,P,,,2.2,18,5.56,11.11,-5.55,0.429,0.556,0.929,0.596,16.67,22.22,19.51
"Barbery, Brandon",Southern,VMI,Sr,P,,,55.2,324,15.12,6.17,8.95,0.353,0.401,0.503,0.386,24.69,17.28,5.07
"Barden, Alex",West Coast,Santa Clara,Jr,P,,,14.5,86,13.95,15.12,-1.17,0.254,0.372,0.423,0.349,19.77,27.91,7.08
"Barefoot, Matthew",Big South,Campbell,So,OF,,,4,25,20,24,-4,0.353,0.56,0.412,0.449,16,8,6.65
"Barfield, Kyle",Big 12,Kansas State,Sr,OF,,,0.1,1,0,0,0,0,0,0,0,100,0,3.15
"Barfield, Tripp",Big South,UNC Asheville,Fr,P,,,7.2,41,17.07,12.2,4.87,0.361,0.439,0.611,0.443,19.51,19.51,5.09
"Barger, Brock",Southland,Abilene Christian,Jr,P,,,21.1,104,4.81,6.73,-1.92,0.362,0.423,0.447,0.382,30.77,22.12,4.71
"Bargfeldt, Jeb",ACC,Miami (FL),Sr,P,2018,855,57.3,242,15.29,4.96,10.33,0.247,0.289,0.374,0.287,22.73,32.64,3.5
"Barker, Garrett",Pac 12,UCLA,Jr,P,,,14.6,66,19.7,12.12,7.58,0.207,0.303,0.276,0.266,27.27,22.73,3.9
"Barker, James",West Coast,BYU,Fr,P,,,1,3,0,0,0,0,0,0,0,66.67,33.33,3.15
"Barker, Logan",Big South,Liberty,Fr,P,,,5,24,4.17,20.83,-16.66,0.222,0.417,0.389,0.368,16.67,37.5,8.95
"Barkley, Aaron",Southwestern,Mississippi Val.,So,P/C,,,6,49,10.2,10.2,0,0.317,0.388,0.463,0.363,18.37,28.57,4.48
"Barlok, Danny",Patriot,Holy Cross,Jr,P,,,25.8,144,21.53,12.5,9.03,0.218,0.313,0.319,0.28,13.19,29.86,3.46
"Barlow, Trysten",SEC,Mississippi St.,So,P,,,5.1,50,34,20,14,0.184,0.38,0.263,0.313,16,12,6.09
"Barnard, Gunnar",Horizon,Northern Ky.,Fr,P,,,4,21,4.76,19.05,-14.29,0.412,0.524,0.471,0.442,33.33,9.52,5.65
"Barnes, Zach",AAC,East Carolina,Jr,P,,,8.1,35,14.29,11.43,2.86,0.194,0.286,0.419,0.305,45.71,11.43,6.6
"Barnett, Bret",Summit League,South Dakota St.,Fr,P,,,6.1,36,16.67,27.78,-11.11,0.25,0.472,0.292,0.368,19.44,13.89,6.59
"Barnhouse, Tommy",Missouri Valley,Wichita St.,So,P,,,23.6,129,21.71,6.2,15.51,0.347,0.388,0.703,0.448,17.83,20.16,6.88
"Barnum, Brody",Pac 12,Washington St.,Fr,UT,,,2.2,16,12.5,18.75,-6.25,0.417,0.563,0.417,0.449,18.75,12.5,6.78
"Barr, Bryce",Ivy League,Columbia,Sr,P,,,18.2,129,14.73,8.53,6.2,0.363,0.411,0.531,0.397,18.6,22.48,4.47
"Barr, Jeremiah",Southwestern,Mississippi Val.,So,P,,,14,73,15.07,8.22,6.85,0.333,0.425,0.417,0.372,19.18,20.55,4.86
"Barr, John",Southland,New Orleans,Jr,P,,,24.1,104,21.15,5.77,15.38,0.266,0.317,0.394,0.307,24.04,21.15,3.4
"Barr, Josh",Mid-Eastern,Florida A&M,N/A,P,,,8.2,51,9.8,11.76,-1.96,0.375,0.431,0.525,0.397,13.73,25.49,6.07
"Barraza, Daniel",Big West,UC Davis,Jr,P,,,8.2,50,14,18,-4,0.351,0.46,0.568,0.425,18,16,6.68
"Barringer, Shane",Metro Atlantic,Siena,So,P,,,3,36,8.33,22.22,-13.89,0.462,0.611,0.654,0.538,19.44,11.11,15.48
"Barry, Allen",Atlantic 10,Davidson,Jr,P,,,38.1,191,14.14,9.95,4.19,0.302,0.372,0.444,0.354,22.51,25.13,5.01
"Barry, Shea",Big West,UC Santa Barbara,So,P,,,12.7,75,8,6.67,1.33,0.194,0.24,0.269,0.223,38.67,25.33,4.41
"Barss, Tyler",Atlantic 10,Rhode Island,Sr,P,,,15.3,107,22.43,14.95,7.48,0.216,0.336,0.284,0.287,30.84,11.21,4.19
"Barta, David",West Coast,Loyola Marymount,So,P,,,2.3,14,21.43,0,21.43,0.25,0.286,0.417,0.289,0,42.86,1.84
"Bartels, Jake",Mid American,Western Mich.,Sr,P,,,11.3,105,9.52,6.67,2.85,0.34,0.39,0.521,0.388,15.24,34.29,8.37
"Bartoli, Ray",Patriot,Army,Fr,P,,,2,9,11.11,11.11,0,0.143,0.333,0.143,0.254,33.33,22.22,5.15
"Barton, Jeffrey",Missouri Valley,Illinois St.,Sr,P,,,23.8,173,12.72,10.98,1.74,0.387,0.451,0.58,0.436,18.5,21.97,6.55
"Bartow, Frankie",ACC,Miami (FL),Jr,P,2018,341,32.1,195,16.41,5.13,11.28,0.244,0.292,0.339,0.277,36.41,16.92,3.58
"Basilone, Brody",Horizon,Northern Ky.,Sr,P,,,34.4,170,10,10.59,-0.59,0.259,0.347,0.364,0.314,28.24,24.12,4.83
"Basso, Brady",Big 12,Oklahoma State,So,P,,,21.8,112,26.79,11.61,15.18,0.303,0.384,0.384,0.342,18.75,16.07,2.78
"Batchelder, Owen",Colonial,Northeastern,Fr,P,,,2.2,9,22.22,0,22.22,0.25,0.333,0.625,0.402,22.22,22.22,8.6
"Bates, Corey",Southern,ETSU,Jr,P,,,0.2,3,33.33,33.33,0,0,0.333,0,0.23,33.33,0,8.15
"Bates, Josh",AAC,Tulane,Fr,P,,,20.2,85,14.12,9.41,4.71,0.192,0.306,0.301,0.279,18.82,36.47,5.03
"Bates, Schuyler",Metro Atlantic,Iona,Sr,P,,,16,84,14.29,11.9,2.39,0.347,0.429,0.486,0.397,17.86,23.81,5.33
"Bates, Solomon",Pac 12,Southern Cal,Jr,P,2018,226,46.6,211,21.8,9,12.8,0.226,0.303,0.379,0.299,14.69,33.18,3.92
"Batka, Austin",Big 10,Michigan,Sr,P,,,2.8,24,29.17,20.83,8.34,0.222,0.375,0.278,0.305,12.5,16.67,3.5
"Batten, Brady",Southland,Houston Baptist,Jr,P,,,35.2,164,14.02,14.02,0,0.257,0.378,0.36,0.333,21.34,26.22,4.51
"Battenfield, Peyton",Big 12,Oklahoma State,So,P,,,26.5,121,27.27,5.79,21.48,0.257,0.306,0.385,0.297,14.05,25.62,2.17
"Batty, Brock",Sun Belt,Louisiana,Fr,P,,,12.2,69,20.29,18.84,1.45,0.255,0.449,0.392,0.385,23.19,11.59,6.34
"Bauer, Payton",Southland,A&M-Corpus Chris,Fr,P,,,6,32,28.13,9.38,18.75,0.333,0.375,0.593,0.394,18.75,9.38,5.98
"Baum, Tyler",ACC,North Carolina,So,P,2019,,52.5,229,19.65,10.92,8.73,0.203,0.297,0.337,0.283,23.58,27.07,4.46
"Baumann, Cam",Big 10,Iowa,Fr,P,,,7,41,21.95,19.51,2.44,0.31,0.463,0.345,0.372,21.95,4.88,4.86
"Baumgart, Josh",OVC,Morehead St.,Jr,P,,,1.2,10,10,20,-10,0.286,0.5,1,0.569,20,20,19.81
"Baumgartner, Collin",OVC,SIUE,Fr,P,,,12,56,7.14,10.71,-3.57,0.327,0.411,0.408,0.365,30.36,21.43,5.31
"Bayless, Jarod",Missouri Valley,Dallas Baptist,Jr,P,,,21.2,88,36.36,12.5,23.86,0.192,0.295,0.321,0.278,11.36,23.86,2.91
"Bazzani, Dom",OVC,UT Martin,Jr,P,,,38,214,22.9,11.68,11.22,0.299,0.416,0.443,0.378,14.95,19.16,4.86
"Beal, Chase",Sun Belt,La.-Monroe,Sr,P,,,38.6,200,15.5,14.5,1,0.285,0.4,0.461,0.374,24,19.5,5.12
"Beaman, Logan",OVC,Eastern Ill.,Sr,OF,,,5.6,37,5.41,8.11,-2.7,0.394,0.459,0.515,0.423,29.73,18.92,4.58
"Bean, Brendan",Ivy League,Penn,Fr,P,,,7.2,35,37.14,2.86,34.28,0.3,0.343,0.5,0.35,17.14,5.71,2.59
"Beard, Nick",Horizon,Northern Ky.,Sr,P,,,21.6,140,10,12.14,-2.14,0.385,0.479,0.547,0.442,18.57,22.86,6.11
"Beard, Ryan",Big 10,Purdue,Jr,P,,,17.2,80,18.75,5,13.75,0.299,0.4,0.403,0.359,15,25,4.25
"Beasley, Jack Henry",Southern,The Citadel,So,P,,,4.6,30,20,13.33,6.67,0.25,0.4,0.292,0.328,20,20,4.45
"Beasley, Sean",Southland,SFA,Fr,P,,,17.2,91,8.79,12.09,-3.3,0.38,0.462,0.481,0.413,21.98,23.08,5.07
"Beatson, Jordan",Southern,Furman,Fr,P,,,11.1,58,6.9,17.24,-10.34,0.244,0.414,0.467,0.387,22.41,29.31,8.28
"Beauchamp, Cameron",Big 10,Indiana,So,OF,,,58,302,19.54,9.27,10.27,0.255,0.328,0.313,0.286,33.44,10.93,3.04
"Beavin, Cole",AAC,East Carolina,Fr,P,,,0.2,5,0,0,0,0.6,0.6,1.4,0.827,0,40,68.15
"Bechtold, Michael",Colonial,James Madison,Fr,P,,,17.4,91,12.09,17.58,-5.49,0.264,0.396,0.431,0.362,23.08,23.08,7.06
"Beck, Brendan",Pac 12,Stanford,Fr,INF,,,27.2,109,13.76,7.34,6.42,0.194,0.248,0.327,0.248,41.28,17.43,4.36
"Beck, Matthew",SEC,LSU,So,P,,,15.1,100,26,24,2,0.181,0.38,0.264,0.31,17,16,6.39
"Beck, Tristan",Pac 12,Stanford,Jr,P,2018,112,88.2,361,23.27,8.59,14.68,0.186,0.26,0.263,0.237,26.59,22.99,3.28
"Beckley, Devin",Southern,The Citadel,Fr,P,,,7.1,34,23.53,20.59,2.94,0.296,0.441,0.519,0.413,17.65,14.71,5.68
"Bedell, Ian",SEC,Missouri,Fr,P,,,2.1,13,23.08,7.69,15.39,0.417,0.462,0.833,0.534,15.38,15.38,7.91
"Bedevian, Jacob",Southland,Nicholls St.,Jr,P,,,37.1,169,9.47,6.51,2.96,0.329,0.379,0.454,0.359,30.18,20.71,4.47
"Bednar, Randy",Big 10,Maryland,Fr,OF,,,0.2,3,33.33,33.33,0,0,0.333,0,0.23,0,33.33,8.15
"Beehler, Logan",Colonial,UNCW,Jr,P,,,27.5,142,18.31,14.08,4.23,0.277,0.38,0.37,0.335,26.06,16.2,4.02
"Beeler, Brock",Southern,ETSU,So,OF,,,0.2,3,0,0,0,0,0,0,0,33.33,33.33,3.15
"Beilsmith, Troy",Missouri Valley,Evansville,So,INF,,,1,4,0,0,0,0.25,0.25,0.5,0.31,0,75,3.15
"Beizer, Daniel",Southwestern,Grambling,Sr,P,,,17.9,121,11.57,9.92,1.65,0.347,0.438,0.5,0.403,21.49,19.83,6.95
"Belch, Alex",Big 12,Kansas State,Fr,P,,,6,31,32.26,25.81,6.45,0.217,0.419,0.565,0.413,12.9,12.9,5.98
"Belcik, Andrew",ACC,Notre Dame,So,P,,,13.3,62,16.13,12.9,3.23,0.255,0.355,0.345,0.317,20.97,29.03,3.45
"Belge, Jeff",Big East,St. Johns (NY),So,P,2019,,33.1,158,26.58,14.56,12.02,0.211,0.335,0.258,0.278,22.78,14.56,3.36
"Bell, Andre",Mid-Eastern,UMES,So,P,,,14.1,91,6.59,19.78,-13.19,0.299,0.462,0.358,0.378,20.88,24.18,7.9
"Bell, Brandon",Sun Belt,Georgia St.,Jr,INF,,,3.2,16,12.5,18.75,-6.25,0.308,0.438,0.615,0.443,18.75,25,8.77
"Bell, Conner",Conference USA,Middle Tenn,Jr,P,,,7.1,39,15.38,17.95,-2.57,0.276,0.436,0.379,0.37,15.38,23.08,7.09
"Bellardini, Alex",Horizon,Youngstown St.,Sr,P,,,20.6,125,5.6,13.6,-8,0.343,0.416,0.627,0.425,14.4,33.6,8.1
"Beller, John",Pac 12,Southern Cal,Fr,P,,,18.1,75,22.67,5.33,17.34,0.206,0.28,0.221,0.234,12,37.33,2.43
"Bellina, Scott",Big West,Hawaii,So,P,,,1,6,0,16.67,-16.67,0.5,0.5,0.75,0.468,33.33,0,6.15
"Bellinger, Jack",Missouri Valley,Illinois St.,So,P,,,3.7,28,10.71,14.29,-3.58,0.318,0.429,0.364,0.357,28.57,14.29,5.58
"Bellomo, Ryan",Metro Atlantic,Siena,Sr,P,,,30.5,177,22.6,14.12,8.48,0.269,0.373,0.428,0.347,19.21,18.08,4.03
"Bellomy, John",Horizon,Wright St.,Jr,P,,,13.6,82,10.98,17.07,-6.09,0.348,0.476,0.47,0.417,17.07,24.39,5.35
"Bemiss, Jeb",Ivy League,Cornell,So,P,,,16.5,92,16.3,7.61,8.69,0.293,0.348,0.476,0.349,25,21.74,4.36
"Bender, Logan",Big South,Campbell,Fr,P,,,16.2,73,24.66,15.07,9.59,0.217,0.342,0.283,0.29,27.4,12.33,3.15
"Benjamin, Cole",Colonial,Delaware,Jr,P,,,15.8,99,15.15,9.09,6.06,0.341,0.414,0.463,0.378,21.21,18.18,5.36
"Bennett, Blake",AAC,Memphis,Jr,P,,,15.6,109,18.35,10.09,8.26,0.34,0.431,0.5,0.404,16.51,22.02,4.3
"Bennett, Jaret",Big South,Charleston So.,So,P,,,8,39,15.38,10.26,5.12,0.303,0.385,0.636,0.421,10.26,33.33,8.4
"Bennett, Nick",ACC,Louisville,So,P,,,45.7,201,22.39,4.98,17.41,0.226,0.269,0.274,0.241,22.39,26.87,1.97
"Benoit, Donovan",SEC,Tennessee,Fr,P,,,6.1,34,17.65,14.71,2.94,0.429,0.5,0.643,0.478,17.65,11.76,7.9
"Benschoter, Sam",Big 10,Michigan State,So,P,,,6.5,39,12.82,12.82,0,0.29,0.385,0.452,0.358,20.51,23.08,6.38
"Benton, Chandellor",Mid-Eastern,Florida A&M,Jr,P,,,15,70,12.86,14.29,-1.43,0.246,0.371,0.351,0.327,22.86,25.71,5.21
"Benton, Trey",AAC,East Carolina,So,P,,,50.4,232,24.57,3.88,20.69,0.282,0.319,0.376,0.302,26.72,14.66,2.75
"Bergdahl, Austin",Western Athletic,Northern Colo.,Jr,P,,,3.1,24,12.5,33.33,-20.83,0.375,0.583,0.813,0.556,12.5,16.67,13.15
"Bergeron, Spencer",Atlantic 10,Massachusetts,Fr,P,,,2.1,15,0,33.33,-33.33,0.333,0.6,0.333,0.454,20,20,11.72
"Bergner, Austin",ACC,North Carolina,So,P,2018,969,47.3,235,27.23,14.47,12.76,0.201,0.319,0.317,0.289,18.72,21.7,4.31
"Bergtholdt, Daniel",OVC,Southeast Mo. St.,Jr,P,,,12.3,78,16.67,16.67,0,0.279,0.397,0.459,0.369,16.67,23.08,7.62
"Bernard, JT",Ivy League,Harvard,So,P,,,1.8,19,10.53,21.05,-10.52,0.308,0.526,0.462,0.445,26.32,10.53,10.92
"Bernardo, Jake",Atlantic 10,Fordham,Sr,P,,,1.7,16,12.5,18.75,-6.25,0.1,0.438,0.1,0.32,25,18.75,11.38
"Berry, Connor",Big 12,Oklahoma,Jr,P,2018,940,16.5,103,27.18,19.42,7.76,0.21,0.359,0.235,0.286,21.36,13.59,3.39
"Bertone, Evan",Mid-Eastern,UMES,Sr,P,,,19.9,118,15.25,17.8,-2.55,0.269,0.407,0.323,0.337,26.27,16.1,5.46
"Bertrand, John Michael",Southern,Furman,Fr,P,,,15,67,13.43,5.97,7.46,0.302,0.343,0.508,0.363,16.42,35.82,5.35
"Bertsch, Jackson",Big South,Liberty,Sr,P,2018,877,44.7,212,17.45,5.66,11.79,0.269,0.321,0.451,0.329,27.83,21.23,4.6
"Besse, John",West Coast,Pacific,So,P,,,2.4,17,11.76,35.29,-23.53,0.091,0.412,0.091,0.296,29.41,17.65,8.98
"Betances, Marcello",Mid-Eastern,N.C. A&T,Sr,P,,,40.2,209,21.05,16.75,4.3,0.278,0.397,0.361,0.341,20.57,16.75,4.29
"Beutel, Ben",Mid American,Bowling Green,Fr,P,,,8.2,43,16.28,9.3,6.98,0.294,0.395,0.412,0.354,16.28,23.26,5.59
"Bialakis, Alex",Southern,The Citadel,Jr,P,,,38,202,21.78,9.41,12.37,0.307,0.371,0.453,0.355,18.81,20.79,3.44
"Bialousz, Kyle",Southern,Mercer,Jr,P,,,2.3,30,16.67,10,6.67,0.36,0.4,0.64,0.42,20,16.67,14.02
"Biancalana, Nick",Mountain West,Air Force,Sr,P,,,56.5,312,12.5,10.9,1.6,0.341,0.41,0.539,0.401,28.53,15.38,6.03
"Biasi, Dante",Big 10,Penn State,Fr,P,,,14.1,71,19.72,11.27,8.45,0.259,0.366,0.379,0.33,18.31,22.54,4.42
"Bibee, Tanner",Big West,Cal St. Fullerton,Fr,P,,,22,100,21,7,14,0.267,0.32,0.384,0.301,28,14,3.06
"Bice, Will",ASUN,Kennesaw State,Sr,P,,,6.8,71,9.86,12.68,-2.82,0.407,0.479,0.685,0.469,14.08,21.13,12.12
"Biddy, Jared",Southland,Southeastern LA.,Jr,P,,,14.1,59,16.95,6.78,10.17,0.216,0.254,0.255,0.223,20.34,30.51,2.58
"Bielamowicz, Tyler",AAC,Houston,So,P,,,4.2,28,14.29,28.57,-14.28,0.278,0.5,0.5,0.434,17.86,14.29,10.77
"Bienlien, Michael",ACC,NC State,So,P,,,34.7,186,15.05,13.98,1.07,0.365,0.446,0.564,0.428,17.74,20.43,5.65
"Bies, Daniel",West Coast,Gonzaga,Jr,P,2018,217,61.8,284,21.13,9.51,11.62,0.273,0.345,0.344,0.307,20.07,23.59,3.03
"Bigge, Hunter",Ivy League,Harvard,So,P,,,17.5,81,23.46,14.81,8.65,0.188,0.346,0.234,0.282,18.52,22.22,3.72
"Bigras, Mitch",ACC,Boston College,Sr,1B,,,0.3,7,14.29,42.86,-28.57,0,0.571,0,0.399,0,28.57,36.48
"Billig, Jarrod",Western Athletic,Seattle U,Fr,P,,,7.2,38,10.53,23.68,-13.15,0.25,0.447,0.286,0.354,28.95,15.79,6.2
"Billingsley, Jacob",SEC,Mississippi St.,Sr,P,2018,972,48.3,263,18.25,14.45,3.8,0.307,0.414,0.44,0.375,24.71,14.45,5.11
"Bilous, Jason",Sun Belt,Coastal Carolina,Jr,P,2018,378,59.9,321,25.23,22.74,2.49,0.203,0.405,0.316,0.34,17.76,15.89,5.85
"Biondic, Kevin",Big 10,Maryland,Sr,INF,,,9.2,38,36.84,7.89,28.95,0.152,0.263,0.333,0.268,15.79,21.05,4.56
"Birch, Michael",Western Athletic,Sacramento St.,So,C,,,0.1,1,0,0,0,0,0,0,0,100,0,3.15
"Bird, Jake",Pac 12,UCLA,Sr,P,,,86.2,443,10.61,9.93,0.68,0.273,0.354,0.335,0.31,32.28,20.32,4.17
"Bird, Nick",American East,Albany (NY),So,P,,,2.1,16,6.25,31.25,-25,0.364,0.563,0.727,0.529,6.25,31.25,15.53
"Birlingmair, Reid",Horizon,Ill.-Chicago,Jr,P,2018,833,57.9,263,22.81,9.51,13.3,0.212,0.293,0.294,0.264,24.71,21.67,3.42
"Bischoff, Kyle",Mid American,Toledo,Fr,P,,,5,27,22.22,29.63,-7.41,0.278,0.481,0.333,0.381,11.11,14.81,5.55
"Bishop, Caleb",Southern,Western Caro.,Fr,P,,,7.2,52,11.54,19.23,-7.69,0.371,0.538,0.6,0.479,15.38,15.38,9.54
"Bishop, Koby",Northeast,Wagner,Jr,P,,,8.2,41,19.51,19.51,0,0.161,0.341,0.323,0.305,14.63,29.27,6.07
"Bisogno, Marc",Atlantic 10,Fordham,So,P,,,3.2,32,6.25,9.38,-3.13,0.393,0.438,0.5,0.401,28.13,18.75,4.71
"Bissette, Caleb",Big South,Gardner-Webb,Fr,P,,,0.2,4,25,25,0,0.333,0.5,0.333,0.392,0,25,8.15
"Bitler, Davonte",Western Athletic,CSU Bakersfield,Fr,OF,,,19.1,98,13.27,14.29,-1.02,0.284,0.398,0.543,0.4,25.51,20.41,8.38
"Bjorngjeld, Sam",AAC,Tulane,Sr,P,,,30.2,186,22.04,14.52,7.52,0.196,0.349,0.324,0.31,24.73,17.2,5.3
"Black, Billy",Ivy League,Columbia,Fr,P,,,3.1,23,8.7,17.39,-8.69,0.412,0.522,0.529,0.45,17.39,17.39,6.7
"Blackburn, Julian",Big South,Campbell,Jr,P,,,1.1,13,7.69,30.77,-23.08,0.429,0.615,0.429,0.471,0,23.08,14.97
"Blair, Jaxson",OVC,Eastern Ky.,So,INF,,,5.2,29,13.79,20.69,-6.9,0.261,0.414,0.522,0.403,31.03,13.79,10.07
"Blais, Matt",Big West,UC Davis,Sr,P,,,57.2,314,10.19,9.24,0.95,0.341,0.411,0.493,0.387,20.7,25.8,4.65
"Blake, Reed",Horizon,Milwaukee,So,P,,,4.4,38,10.53,21.05,-10.52,0.259,0.474,0.259,0.364,26.32,15.79,8.83
"Blanchard, Jason",Southland,Lamar,Jr,P,,,20.2,82,21.95,8.54,13.41,0.208,0.293,0.306,0.269,21.95,25.61,3.35
"Blanchard, Michael",Conference USA,Old Dominion,So,P,,,7.2,57,12.28,8.77,3.51,0.3,0.351,0.38,0.317,10.53,38.6,3.29
"Blatner, Justin",West Coast,Gonzaga,Jr,P,,,12.3,71,21.13,16.9,4.23,0.236,0.394,0.255,0.313,28.17,9.86,4.37
"Blendinger, Kyle",ACC,North Carolina,Fr,P,,,0.2,3,33.33,0,33.33,0.333,0.333,0.667,0.414,0,33.33,-6.85
"Blessing, Cory",Mid American,Ohio,Sr,P,,,22,125,21.6,14.4,7.2,0.233,0.36,0.34,0.318,15.2,26.4,5.33
"Bloat, K.",Southwestern,Prairie View,Jr,P,,,3,15,20,13.33,6.67,0.308,0.4,0.846,0.497,6.67,33.33,7.48
"Block, A.J.",Pac 12,Washington St.,So,P,,,22.1,120,25,8.33,16.67,0.32,0.4,0.515,0.391,16.67,16.67,4.82
"Blocker, Myles",Southwestern,Southern U.,Fr,P,,,0.1,3,0,0,0,0.5,0.667,0.5,0.533,33.33,0,33.15
"Blohm, Tyler",Big 10,Maryland,So,P,,,41.6,192,21.35,7.81,13.54,0.266,0.349,0.379,0.323,26.04,17.19,3.7
"Bloom, Taylor",Big 10,Maryland,Sr,P,,,107.5,515,11.07,6.99,4.08,0.281,0.332,0.407,0.319,30.1,24.08,4.29
"Bloomberg, Pete",Atlantic 10,Davidson,Fr,P,,,9.2,44,6.82,6.82,0,0.375,0.409,0.5,0.387,22.73,27.27,3.47
"Blueberg, Chase",Big South,Presbyterian,Jr,P,,,2.2,11,9.09,18.18,-9.09,0,0.273,0,0.191,27.27,27.27,6.33
"Blum, Karl",Big 10,Rutgers,Sr,P,,,12.2,74,10.81,18.92,-8.11,0.386,0.514,0.544,0.455,27.03,9.46,6.84
"Bobo, Taylor",AAC,Memphis,Sr,P,,,9.7,57,28.07,12.28,15.79,0.184,0.298,0.265,0.261,14.04,28.07,2.32
"Bocchi, Matteo",Big 12,Texas,Jr,P,,,12,56,12.5,25,-12.5,0.22,0.429,0.268,0.34,26.79,17.86,5.73
"Bock, Nathan",OVC,Southeast Mo. St.,So,P,,,1.2,14,14.29,35.71,-21.42,0.286,0.571,0.429,0.45,7.14,14.29,14.81
"Bocko, Jordan",Big West,UC Irvine,Jr,P,,,47.7,255,18.82,8.24,10.58,0.306,0.365,0.515,0.373,18.04,25.49,4.76
"Boeckmann, Henry",Missouri Valley,Southern Ill.,So,P,,,5.4,33,24.24,21.21,3.03,0.308,0.455,0.308,0.359,15.15,15.15,4.07
"Bogacz, Jacob",Western Athletic,Northern Colo.,Fr,P,,,3.2,23,17.39,21.74,-4.35,0.267,0.435,0.4,0.366,26.09,4.35,6.27
"Bogart, Austin",ASUN,Stetson,So,OF,,,7.1,44,11.36,11.36,0,0.308,0.386,0.436,0.36,22.73,27.27,5.68
"Bohall, Blaze",Mountain West,UNLV,Sr,P,,,49.5,292,14.38,9.59,4.79,0.285,0.36,0.402,0.333,26.37,21.92,4.18
"Bohm, Andrew",Big 10,Purdue,Fr,P,,,14.1,56,26.79,12.5,14.29,0.188,0.286,0.313,0.267,21.43,21.43,3.43
"Boies, Sam",Ivy League,Yale,Jr,P,,,3.6,54,16.67,33.33,-16.66,0.235,0.481,0.382,0.395,18.52,12.96,16.76
"Bolden, Caleb",SEC,Arkansas,Fr,P,,,12.1,58,15.52,12.07,3.45,0.38,0.466,0.54,0.435,20.69,17.24,5.79
"Bollinger, Austin",Southland,Nicholls St.,So,P,,,18.3,92,16.3,13.04,3.26,0.189,0.348,0.23,0.283,20.65,28.26,4.46
"Bonanno, Brandon",American East,Stony Brook,So,P,,,5.6,37,10.81,13.51,-2.7,0.387,0.486,0.677,0.487,29.73,10.81,7.25
"Bonck, Nathan",Western Athletic,Seattle U,So,P,,,12.2,72,15.28,16.67,-1.39,0.281,0.417,0.386,0.361,22.22,19.44,5.85
"Bond, Nolan",AAC,Houston,Jr,P,,,17.9,95,11.58,5.26,6.32,0.286,0.337,0.429,0.327,27.37,24.21,4.71
"Bone, Braydon",OVC,SIUE,So,P,,,4,22,13.64,31.82,-18.18,0.2,0.455,0.2,0.34,9.09,31.82,6.9
"Bonnenfant, Bradley",Mountain West,Nevada,Jr,P,,,3,12,25,33.33,-8.33,0,0.333,0,0.23,25,16.67,5.15
"Bonnin, Bryce",SEC,Arkansas,Fr,P,,,8,33,15.15,24.24,-9.09,0.136,0.364,0.136,0.269,21.21,21.21,5.27
"Bonomo, Brandon",Metro Atlantic,Marist,Jr,P,,,8.6,50,8,10,-2,0.317,0.38,0.463,0.355,18,30,4.31
"Bonvillain, Beaux",Southland,Central Ark.,Fr,P,,,0.1,1,0,0,0,0,0,0,0,0,100,3.15
"Booker, Jojo",Sun Belt,South Ala.,Fr,P,,,11.2,66,18.18,13.64,4.54,0.389,0.47,0.741,0.491,15.15,16.67,8.33
"Boone, Brandon",Sun Belt,Appalachian St.,Jr,P,,,19,73,30.14,8.22,21.92,0.169,0.247,0.292,0.238,26.03,17.81,1.94
"Boone, Cody",Big South,Radford,Fr,P,,,7,35,5.71,8.57,-2.86,0.323,0.4,0.645,0.439,22.86,31.43,9.86
"Boone, Sam",Conference USA,Marshall,Jr,P,,,3.4,22,18.18,22.73,-4.55,0.294,0.455,0.647,0.46,18.18,18.18,12.85
"Borchers, Colan",Summit League,Western Ill.,Sr,P,,,14.8,92,16.3,19.57,-3.27,0.194,0.348,0.264,0.289,26.09,20.65,4.77
"Borden, Jesse",Southland,Incarnate Word,Sr,P,,,2.5,21,4.76,14.29,-9.53,0.313,0.429,0.5,0.396,19.05,28.57,12.35
"Bordignon, Tommy",Big 10,Northwestern,Sr,P,,,45.6,254,14.17,12.6,1.57,0.272,0.374,0.373,0.334,30.31,17.72,4.79
"Bordner, Sam",ACC,Louisville,Jr,P,2018,477,24.9,139,22.3,7.91,14.39,0.172,0.252,0.23,0.222,21.58,28.78,2.87
"Bordwine, Kel",Conference USA,Rice,Fr,P,,,1.1,11,0,36.36,-36.36,0.429,0.636,0.857,0.594,27.27,9.09,25.87
"Boricich, Marko",Big 10,Penn State,Jr,P,,,15.5,110,15.45,16.36,-0.91,0.253,0.436,0.422,0.388,13.64,27.27,9.53
"Bosnic, Dante",Ivy League,Brown,Sr,P,,,23.5,154,15.58,3.9,11.68,0.3,0.331,0.407,0.316,24.03,24.03,3.36
"Bosse, Broc",Sun Belt,Texas State,So,P,,,10.7,67,22.39,8.96,13.43,0.328,0.388,0.508,0.385,17.91,20.9,4.46
"Bottenfield, Josh",Mid-Eastern,N.C. A&T,Sr,P,,,28.9,167,15.57,8.38,7.19,0.331,0.377,0.458,0.353,25.75,15.57,4.36
"Boudreaux, Jacorey",Southwestern,Jackson St.,Fr,C,,,6,31,22.58,12.9,9.68,0.32,0.419,0.52,0.399,9.68,22.58,5.48
